Date Posted,Link,Text,Region,Label
4/29/20,https://twitter.com/IndiaToday/status/1255565481819291648,"I appeal to everybody to provide treatment to them(Covid Patients): West Bengal CM
 https://www.indiatoday.in/india/story/mamata-banerjee-private-hospitals-not-refuse-treatment-covid-19-patients-1672638-2020-04-29 ",India,1
4/29/20,https://twitter.com/IndiaToday/status/1255476303555420161,Our experts and doctors believe that the restrictions regarding Covid-19 should continue till the end of May: #WestBengal CM @MamataOfficial https://www.indiatoday.in/india/story/can-t-lower-coronavirus-vigil-till-may-end-west-bengal-cm-mamata-banerjee-1672532-2020-04-29 ,India,1
4/29/20,https://twitter.com/IndiaToday/status/1255542962097774592,"Covid-19 cases in UP cross 2000 mark
#IndiaFightsCorona #CoronavirusCrisis #Covid19
 https://www.indiatoday.in/india/story/81-new-covid-19-cases-in-up-take-state-tally-to-2-134-1672620-2020-04-29 ",India,1
4/29/20,https://twitter.com/IndiaToday/status/1255565009943494658,"Covid-19 cases in UP cross 2000 mark
#IndiaFightsCorona #CoronavirusCrisis #Covid19 https://www.indiatoday.in/india/story/81-new-covid-19-cases-in-up-take-state-tally-to-2-134-1672620-2020-04-29 ",India,1
4/29/20,https://twitter.com/IndiaToday/status/1255473586019721219,"The #Assam health minister said, seven more CRPF jawans from Assam tested positive for COVID-19 and three others also tested positive in Delhi.
#IndiaFightsCorona #CoronavirusCrisis #Covid19 https://www.indiatoday.in/india/story/10-people-from-assam-including-7-crpf-jawans-test-positive-for-covid-19-in-delhi-1672525-2020-04-29 ",India,1
4/29/20,https://twitter.com/IndiaToday/status/1255453848858222594,"The government has a tough choice to make as the nationwide lockdown to limit the Covid-19 outbreak ends on May 3. 
(@journokd) https://www.indiatoday.in/business/story/coronavirus-make-or-break-choice-for-india-as-lockdown-ends-on-may-3-1672478-2020-04-29 ",India,1
4/29/20,https://twitter.com/ReutersUK/status/1255562893233356800,Samsung's phone fortunes wane as COVID-19 hits 5G phones in Europe and U.S.  https://uk.reuters.com/article/us-samsung-results-smartphones-idUKKBN22B1S3?taid=5ea9c5ae06bb9b0001402d03&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/8hS2bkz0es,Europe,1
4/29/20,https://twitter.com/ReutersUK/status/1255520585792335872,Gilead says remdesivir shows improvement in COVID-19 patients when used early  https://uk.reuters.com/article/us-health-coronavirus-gilead-remdesivir-idUKKBN22B1T9?taid=5ea99e47d9c55b000118182a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/9dZljD88z4,Europe,1
4/29/20,https://twitter.com/ReutersUK/status/1255571557054889988,"UK has second-highest COVID-19 death toll in Europe, new figures show  https://uk.reuters.com/article/us-healthbritain-casualties-idUKKBN22B2J8?taid=5ea9cdbfe21434000119f513&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/1W1Hjsyqo4",Europe,1
4/29/20,https://twitter.com/ReutersUK/status/1255634231897796608,"Britain has Europe's second highest COVID-19 death toll, new figures show  https://uk.reuters.com/article/uk-health-coronavirus-britain-casualties-idUKKBN22B2JK?taid=5eaa081ee21434000119f5fc&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/WFYWXgG0Yv",Europe,1
4/29/20,https://twitter.com/ReutersUK/status/1255423083919310850,"WPP, the world's biggest advertising company, said net sales fell 3.3% in the first quarter, with the impact of the COVID-19 pandemic dragging it down by 7.9% in March alone  https://reut.rs/3bTr6Tq ",Europe,1
4/29/20,https://twitter.com/ReutersUK/status/1255421856905076749,Barclays set aside 2.1 billion pounds to cover a likely spike in loan losses as thousands of its corporate and consumer borrowers battle to cope with the financial fallout of the COVID-19 pandemic  https://reut.rs/3bNLF3v ,Europe,1
4/29/20,https://twitter.com/the_hindu/status/1255474449924661250,"Uttar Pradesh Congress president Ajay Kumar Lallu, an MLA from Tamkuhi Raj in Kushinagar, Purvanchal, accuses the BJP government of hiding the real figures of COVID-19. 
#COVID19 #BJP #Coronavirus
 https://trib.al/sKGwmMN ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255514691591442434,"A doctor attached to the Villupuram Government Hospital has tested positive for COVID-19.
#Tamilnadu #COVID19
 https://trib.al/R8E2O3r ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255532175463796736,"A viral picture of the burial of an 80-year-old COVID-19 victim in Srinagar being attended only by a few policemen and not by any family member on Wednesday evoked shock.
#COVID19 #Srinagar
 https://trib.al/peAc7B1 ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255494850285383685,"Those who survived the calamitous landslip which had claimed 59 lives at Kavalappara in Pothukal panchayat near Nilambur last year have found an opportunity in the COVID-19 lockdown.
#COVID19 #Kerala #Lockdown https://trib.al/OBqdsi5 ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255488472388980738,"The death of a 55-year-old CRPF personnel due to COVID-19 and about 50 other troops of his battalion being infected with the disease have rung alarm bells in the establishment.
#CRPF #COVID19 https://trib.al/mYGQ4q2 ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255625470260981767,"A viral picture of the burial of an 80-year-old COVID-19 victim in Srinagar being attended only by a few policemen and not by any family member on Wednesday evoked shock.
#COVID19 #Srinagar https://trib.al/KZlOTTS ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255549956728991745,"Those who survived the calamitous landslip which had claimed 59 lives at Kavalappara in Pothukal panchayat near Nilambur last year have found an opportunity in the COVID-19 lockdown.
#COVID19 #Kerala #Lockdown https://trib.al/gspJkWP ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255570059923279872,"Union Health Minister Harsh Vardhan on Wednesday said that of the total active coronavirus (COVID-19) cases in the country, only 0.33% patients are on ventilators, 1.5% are on oxygen support and 2.34% in ICU.
#COVID19 #HealthMinistry https://trib.al/eJO0oCq ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255490270315139075,"After a brief pause, Mysuru reported a new COVID-19 case on Wednesday, taking the tally of infected persons to 90.
#Karnataka #COVID19 https://trib.al/dVgG91S ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255476188916649985,"A doctor attached to the Villupuram Government Hospital has tested positive for COVID-19.
#Tamilnadu #COVID19
 https://trib.al/5NM6FgI ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255529792960692225,"The death of a 55-year-old CRPF personnel due to COVID-19 and about 50 other troops of his battalion being infected with the disease have rung alarm bells in the establishment.
#CRPF #COVID19 https://trib.al/4BjIxfd ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255443161238900736,"The #Nagaland government has levied ""COVID-19 cess on diesel and petrol from Wednesday  https://bit.ly/3f0lNU3 ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255353617021898759,"#Data | As of April 28, as many as 430 districts in #India have recorded at least one #COVID-19 case, 301 more than the March 28 figure, indicating a wide and rapid spread

 https://bit.ly/3eW3DCO ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255346068574932993,"#PlasmaTherapy is not an approved treatment for #COVID-19 and is only one of the several therapies which is being explored currently, the Health Ministry said. 

 https://bit.ly/2W9kDwF ",India,1
4/29/20,https://twitter.com/the_hindu/status/1255371232737767424,The portals of the #Kedarnath temple were opened with the first puja performed on behalf of Prime Minister Narendra Modi and only members of the shrine's committee and administrative officials attending it amid the #COVID-19-induced #lockdown https://bit.ly/2SjPJAJ ,India,1
4/29/20,https://twitter.com/the_hindu/status/1255495941915901954,"Just in | The Delhi government on  ordered all Deputy Commissioners not to send any sample for COVID-19 testing to the National Institute of Biologicals (NIB), Noida, till May 3, reports @ikasnik
#COVID19 #Delhi",India,1
4/29/20,https://twitter.com/the_hindu/status/1255489787206742016,"Just in | Nine more COVID-19 positive cases detected in Bihar's Darbhanga, Rohtas, Begusarai and Patna districts taking the State's total number to 392, reports @AmarnathTewary
#Bihar #COVID19",India,1
4/29/20,https://twitter.com/the_hindu/status/1255328782724091906,"Just in: 77-year-old-man of #Bhubaneswar, close relative of a #COVID-19 case found earlier, tests positive taking Odisha's total to 119, State government said on Wednesday. The city reports a new case after a gap of two weeks taking its total to 47, reports @yugayatri",India,1
4/29/20,https://twitter.com/the_hindu/status/1255541381042327552,"Just in | Rajasthan records 74 cases in 12 districts and 3 deaths - all in Jaipur city - today, taking the numbers to 2,438 cases and 55 deaths due to COVID-19.
#Rajasthan #COVID19",India,1
4/29/20,https://twitter.com/the_hindu/status/1255518518042337280,"Just in | Eight persons died of COVID-19 in Madhya Pradesh on Wednesday, taking the death toll owing to the illness to 130. Ujjain, where the toll climbed to 23, reported most deaths at three, reported @sidharth23196
#MadhyaPradesh #COVID19",India,1
4/29/20,https://twitter.com/nytimes/status/1255597746758864897,"In the absence of a vaccine or proven treatment, Covid-19 survivors are being viewed as potential saviors for patients with a disease for what is known as ""convalescent plasma."" This is the story of one frantic journey to find that help.  https://nyti.ms/2WeKB1Q ",United States,1
4/29/20,https://twitter.com/washingtonpost/status/1255607328612761600,"After nearly 75 years of marriage, covid-19 claimed them days apart.  https://wapo.st/3bRpIQU ",United States,1
4/29/20,https://twitter.com/washingtonpost/status/1255556974634205185,"More than 80 percent of hospitalized covid patients in Georgia were African American, study finds  https://wapo.st/2W8rK8S ",United States,1
4/29/20,https://twitter.com/washingtonpost/status/1255456143742251010,"Covid-19 cases top 1 million in the United States, about a third of known cases worldwide  https://wapo.st/2W8Lb1d ",United States,1
4/29/20,https://twitter.com/washingtonpost/status/1255557480605720586,"""Second-week crash"" is time of peril for some covid-19 patients  https://wapo.st/2SgyTT9 ",United States,1
4/30/20,https://twitter.com/BBCNews/status/1255906197695279105,"""This is a really promising first step""

Chief scientific adviser Sir Patrick Vallance says the drug Remdesivir, made for Ebola, is ""definitely not a magic bullet"" to cure Covid-19, but shows it will be possible for drugs to have an impact on the virus

 https://bbc.in/2YiIXiw  pic.twitter.com/kShqEgy4Pc",Europe,1
4/30/20,https://twitter.com/guardiannews/status/1255849945166426113,Victoria defends deputy chief medical officer after she compared James Cook to Covid-19  https://www.theguardian.com/world/2020/apr/30/victoria-defends-deputy-chief-medical-officer-after-she-compared-james-cook-to-covid-19?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588239169 ,Europe,1
4/30/20,https://twitter.com/guardiannews/status/1255971417012781064,Russia's prime minister self-isolates after Covid-19 diagnosis  https://www.theguardian.com/world/2020/apr/30/russias-prime-minister-self-isolates-after-covid-19-diagnosis?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588273304 ,Europe,1
4/30/20,https://twitter.com/guardiannews/status/1255980432379858944,Lord Sugar criticised for sharing Covid-19 falsehoods on Twitter  https://www.theguardian.com/world/2020/apr/30/lord-sugar-criticised-for-sharing-covid-19-falsehoods-on-twitter?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588280078 ,Europe,1
4/30/20,https://twitter.com/guardiannews/status/1255857386482536448,Utter disaster': Manaus fills mass graves as Covid-19 hits the Amazon  https://www.theguardian.com/world/2020/apr/30/brazil-manaus-coronavirus-mass-graves?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588239171 ,Europe,1
4/30/20,https://twitter.com/guardiannews/status/1255974201099517958,Amazon posts $75bn first-quarter revenues but expects to spend $4bn in Covid-19 costs  https://www.theguardian.com/technology/2020/apr/30/amazon-revenues-jeff-bezos-coronavirus-pandemic?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588278450 ,Europe,1
4/30/20,https://twitter.com/guardiannews/status/1255943447699230721,AstraZeneca partners with Oxford University to produce Covid-19 vaccine  https://www.theguardian.com/society/2020/apr/30/astrazeneca-partners-with-oxford-university-to-produce-covid-19-vaccine?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588267610 ,Europe,1
4/30/20,https://twitter.com/guardiannews/status/1256008744640622593,Promising drug against Covid-19 unlikely to be available in UK soon  https://www.theguardian.com/science/2020/apr/30/promising-drug-against-covid-19-unlikely-to-be-available-in-uk-soon?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588289415 ,Europe,1
4/30/20,https://twitter.com/guardiannews/status/1255947794461966336,Premier League investing in Covid-19 testing machines for return  https://www.theguardian.com/football/2020/apr/30/premier-league-confident-of-securing-covid-19-testing-kits-for-return?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588274952 ,Europe,1
4/30/20,https://twitter.com/guardiannews/status/1255808001061027843,"Covid-19 crisis will wipe out demand for fossil fuels, says IEA  https://www.theguardian.com/business/2020/apr/30/covid-19-crisis-demand-fossil-fuels-iea-renewable-electricity?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588220704 ",Europe,1
4/30/20,https://twitter.com/IndiaToday/status/1255812373954191360,"Until now, Britain had reported only deaths of people who had tested positive for Covid-19 in hospital. 
#Britain #coronavirus https://www.indiatoday.in/world/story/british-virus-death-toll-now-world-s-third-worst-1672754-2020-04-30 ",India,1
4/30/20,https://twitter.com/IndiaToday/status/1255890573472395265,"#Odisha recorded its highest single-day spike in Covid-19 cases on Thursday, taking the total number of confirmed cases of infection in the state to 142.
#CoronavirusOutbreak (@iamsuffian) https://www.indiatoday.in/india/story/odisha-records-highest-single-day-spike-in-covid-19-cases-17-new-cases-from-jajpur-1672965-2020-04-30 ",India,1
4/30/20,https://twitter.com/IndiaToday/status/1255900866789339136,"The worst-affected #Mumbai city alone reported a jump of 417 fresh Covid-19 cases, taking the tally to 6,061.
#CoronavirusOutbreak https://www.indiatoday.in/india/story/maharashtra-surpasses-10-000-mark-with-583-new-covid-19-cases-27-deaths-1673004-2020-04-30 ",India,1
4/30/20,https://twitter.com/IndiaToday/status/1255835304746835968,"The Health Ministry, while briefing the media on the Covid-19 situation in the country, said hospitals need to follow the standard operating procedure (SOP) over testing.
#CoronavirusOutbreak https://www.indiatoday.in/india/story/health-ministry-asks-hospitals-not-to-pressure-non-coronavirus-patients-to-get-tested-1672913-2020-04-30 ",India,1
4/30/20,https://twitter.com/IndiaToday/status/1255917568314859520,"The Defence Ministry has proposed the use of Atulya - a microwave steriliser - that can disintegrate Covid-19 virus within 30 seconds.
#CoronavirusOutbreak https://www.indiatoday.in/india/story/covid-19-pune-based-institution-develops-microwave-steriliser-that-kills-virus-within-30-secs-1673017-2020-04-30 ",India,1
4/30/20,https://twitter.com/IndiaToday/status/1255848320779448324,"India's Covid-19 recovery rate has reached above 25%, the govt said
#CoronavirusOutbreak https://www.indiatoday.in/india/story/coronavirus-india-s-recovery-rate-climbs-to-26-per-cent-doubling-rate-slows-down-to-11-days-1672905-2020-04-30 ",India,1
4/30/20,https://twitter.com/IndiaToday/status/1255916855375441925,"#Delhi govt to screen all people living in Covid-19 containment zones
#CoronavirusOutbreak
Live updates:  https://bit.ly/2zKq91q  pic.twitter.com/75il32Swhe",India,1
4/30/20,https://twitter.com/IndiaToday/status/1255842282084929550,"#Gilead covid drug raises hope. Dr Naresh Trehan (Chairman & MD, Medanta) and Dr Hemant Thacker (Breach Candy Hospital) share their views on this. 
Watch #6PMPrime with @ankit_tyagi01 LIVE :   http://bit.ly/IT_LiveTV  pic.twitter.com/ezHCTq5NVd",India,1
4/30/20,https://twitter.com/IndiaToday/status/1255914199747870720,"COVID-19: Will there be Lockdown 3.0?
Lockdown 2.0 is approaching its end on May 3rd, 2020 and what we can do is to speculate what the Government may decide after this. Watch the video & know what options do they have? #NewsMo #Vertical (@Akshita_N) pic.twitter.com/F2X3o2nya3",India,1
4/30/20,https://twitter.com/ndtv/status/1255852441473617925,"COVID Recovery Rate At 25.19%, Major Improvement From 14 Days Ago: Centre  https://www.ndtv.com/india-news/25-19-covid-19-recovery-rate-now-major-improvement-from-14-days-ago-centre-2221095  #NDTVNewsBeeps pic.twitter.com/GRNRnDJTdo",India,1
4/30/20,https://twitter.com/ReutersUK/status/1255762480627884032,Lloyds Banking Group scrapes profit after $1.75 billion COVID-19 provision  https://uk.reuters.com/article/us-lloyds-results-idUKKBN22C0SP?taid=5eaa7f9006bb9b000140302d&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/UbaRvzSdRA,Europe,1
4/30/20,https://twitter.com/ReutersUK/status/1255936334587445249,Breakingviews - Guest view: Climate change is the next Covid-19  https://uk.reuters.com/article/us-health-coronavirus-climatechange-brea-idUKKBN22C2SZ?taid=5eab217ad9c55b0001181de0&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/w7VW2Uv4bD,Europe,1
4/30/20,https://twitter.com/ReutersUK/status/1255800405323284480,AstraZeneca to produce Oxford University's potential COVID-19 vaccine  https://uk.reuters.com/article/us-health-coronavirus-astrazeneca-oxford-idUKKBN22C0UK?taid=5eaaa2e106bb9b00014030cc&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/cy8jcuLEWb,Europe,1
4/30/20,https://twitter.com/ReutersUK/status/1255734727308345345,China opposes international COVID-19 probe that presumes its guilt - vice foreign minister  https://uk.reuters.com/article/uk-health-coronavirus-china-idUKKBN22C00R?taid=5eaa65b6e21434000119f777&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/KO0tSr9M5c,Europe,1
4/30/20,https://twitter.com/ReutersUK/status/1255714807606587392,Amazon city resorts to mass graves as Brazil COVID-19 deaths soar  https://uk.reuters.com/article/uk-health-coronavirus-brazil-idUKKBN22B35B?taid=5eaa5329e21434000119f726&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/0lB2k8iW0K,Europe,1
4/30/20,https://twitter.com/ReutersUK/status/1255777768069005312,AstraZeneca to produce Oxford University's potential COVID-19 vaccine  https://uk.reuters.com/article/uk-health-coronavirus-astrazeneca-oxford-idUKKBN22C0X5?taid=5eaa8dcd06bb9b0001403074&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/SArL9TR8Ui,Europe,1
4/30/20,https://twitter.com/ReutersUK/status/1255996751816921099,"Amazon sees $4 billion in COVID-19-related costs, may not make second-qaurter profit  https://uk.reuters.com/article/uk-amazon-com-results-idUKKBN22C3O4?taid=5eab59be06bb9b00014033d2&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/YGtENj86Ad",Europe,1
4/30/20,https://twitter.com/the_hindu/status/1255919900553613313,"Major farmers group Bharatiya Kisan Union has demanded a ¹1.5-lakh crore relief package for #farmers affected by COVID-19 and #lockdown, along with a four-fold increase in the PM-KISAN income support scheme. https://trib.al/WNe7V9y ",India,1
4/30/20,https://twitter.com/the_hindu/status/1255660667673198593,"President of the Public Health Foundation of India and member of the ICMR's COVID-19 task force, takes stock of what has been achieved during this period in respect of the public health systems.
#ICMR #COVID19 https://trib.al/kS3ODPg ",India,1
4/30/20,https://twitter.com/the_hindu/status/1255854436062244870,"The Madhya Pradesh government said it has brought back over 20,000 #migrantlabourers, who were stranded in other States due to the COVID-19 #lockdown. https://trib.al/K0JD7n1 ",India,1
4/30/20,https://twitter.com/nytimes/status/1255708496747737090,The coronavirus outbreak in New Orleans turned the Zulu club's Mardi Gras celebration from a joy into a tragedy. @NYTmag looks at the racial disparities of Covid-19 in America.  https://nyti.ms/3bQzJxU ,United States,1
4/30/20,https://twitter.com/washingtonpost/status/1256002158094417920,Opinion: Covid-19 is spreading in jails. Here's how to safely release those inmates convicted as children.  https://wapo.st/3f4OAa3 ,United States,1
4/30/20,https://twitter.com/washingtonpost/status/1255909041357848578,"We're not sleeping well, our hands are dry from too much sanitizer, and our brains are foggy from reading too much about covid-19. Take a step back and pay attention to your mental and physical needs during this time.

A guide to taking care of yourself.  https://wapo.st/3d2p1V6 ",United States,1
4/30/20,https://twitter.com/washingtonpost/status/1255896349725331458,Perspective: A Tony-winning director finds a rewarding new way to build a musical in the age of covid-19  https://wapo.st/2Yjr8Ql ,United States,1
4/30/20,https://twitter.com/washingtonpost/status/1255790386288766976,"Covid-19 means we're spending more time inside.

Mesmerizing polygonal landscapes may be a good substitute for nature.  https://wapo.st/2VKWe1N ",United States,1
5/1/2020,https://twitter.com/guardiannews/status/1256245029221384192,US germ warfare lab creates test for pre-infectious Covid-19 carriers  https://www.theguardian.com/world/2020/may/01/us-germ-warfare-lab-creates-test-for-pre-infectious-covid-19-carriers?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588346379 ,Europe,1
5/1/2020,https://twitter.com/guardiannews/status/1256279953450164224,Where did Covid-19 come from? What we know about its origins  https://www.theguardian.com/world/2020/may/01/could-covid-19-be-manmade-what-we-know-about-origins-trump-chinese-lab-coronavirus?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588342383 ,Europe,1
5/1/2020,https://twitter.com/guardiannews/status/1256106770554126336,Armed protesters demonstrate against Covid-19 lockdown at Michigan capitol  https://www.theguardian.com/us-news/2020/apr/30/michigan-protests-coronavirus-lockdown-armed-capitol?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588289418 ,Europe,1
5/1/2020,https://twitter.com/guardiannews/status/1256328844312588288,Truly shocking': the area of the UK worst-affected by Covid-19  https://www.theguardian.com/uk-news/2020/may/01/covid-19-coronavirus-newham-london-uk-worst-affected-area?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588355576 ,Europe,1
5/1/2020,https://twitter.com/guardiannews/status/1256351491495002113,Three Cologne players test positive for Covid-19 as training continues  https://www.theguardian.com/football/2020/may/01/three-cologne-players-test-positive-for-covid-19-as-training-continues?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588370704 ,Europe,1
5/1/2020,https://twitter.com/IndiaToday/status/1256173400558432256,"Data from the United States has shown African Americans are more likely to die from Covid-19, highlighting longstanding disparities in health and inequalities in access to medical care there.

 https://www.indiatoday.in/world/story/coronavirus-uk-ethnic-minorities-extra-covid-deaths-says-think-tank-1673214-2020-05-01 ",India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256090543697756161,"Spain has had one of the world's worst outbreaks with more than 24,000 novel Covid-19 fatalities.
#Spain #coronavirus #lockdown https://www.indiatoday.in/world/story/coronavirus-pandemic-death-toll-spain-lowest-weeks-economy-tanks-1673118-2020-05-01 ",India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256261171667103745,"The intel statement said the federal agencies concur ""with the wide scientific consensus that the Covid-19 virus was not manmade or genetically modified.""
 https://www.indiatoday.in/world/story/contrary-to-intel-president-trump-speculates-china-released-coronavirus-in-lab-mistake-1673471-2020-05-01 ",India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256172529699287040,"Police have earlier warned of stringent action against those blocking the burial or cremation of victims of Covid-19.
#TamilNadu #coronavirus https://www.indiatoday.in/india/story/goondas-act-slapped-against-14-for-violent-protest-against-burial-of-covid-19-victim-1673259-2020-05-01 ",India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256205933333504001,"Maha covid crisis: 583 new cases in last 24 hours
#6PMPrime #Maharashtra #CoronavirusOutbreak 
Live:  http://bit.ly/IT_LiveTV  pic.twitter.com/XPAdpLVtaa",India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256274535361523712,"Is there politics involved in #Punjab Covid crisis?
.@AshokChavanINC and Manpreet Singh Badal (@MSBADAL) respond.
Watch #TTP LIVE:  http://bit.ly/IT_LiveTV  pic.twitter.com/6yzmp0u2hJ",India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256072897413537793,#CoronavirusCrisis | It's now clinically proven that COVID-19 is infecting your dreams! Watch this report. #ITVideo pic.twitter.com/GrZOpxoNkK,India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256237515150745600,"#China hides covid-19 data, claims 'zero infections' in forces.
Indian report questions China army claim.
Watch this report by @ShivAroor
#CoronavirusOutbreak #CoronavirusCrisis pic.twitter.com/4AdRCaaCje",India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256115130875535360,"Watch these extremely happy visuals of an 82-year-old woman returning home after recovering from COVID-19. #IndiaFightsCorona #ITVideo
(@sahiljoshii) pic.twitter.com/SY4MfKYHDd",India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256082156708753409,#CoronavirusCrisis | Health Ministry releases latest numbers on COVID-19; #Maharashtra remains worst affected state. #IndiaFightsCorona #ITVideo pic.twitter.com/vEJMEph7hX,India,1
5/1/2020,https://twitter.com/IndiaToday/status/1256312437969522688,"#China hides covid-19 data, claims 'zero infections' in forces.
Indian report questions China army claim.
Watch this report by @ShivAroor
#CoronavirusOutbreak #CoronavirusCrisis #RE pic.twitter.com/7UkAGOLmgU",India,1
5/1/2020,https://twitter.com/ndtv/status/1256165889050849280,"On May Day, Workers Stare At Longer Shifts Post COVID-19 Lockdown  https://www.ndtv.com/india-news/coronavirus-labour-day-on-may-day-workers-stare-at-longer-shifts-post-covid-19-lockdown-2221635  #NDTVNewsBeeps pic.twitter.com/ymeZEzoDj1",India,1
5/1/2020,https://twitter.com/ndtv/status/1256150423058120704,"Should COVID-19 Aarogya Setu App Be Mandatory? Talks On, No Decision Yet, Say Sources  https://www.ndtv.com/india-news/coronavirus-india-should-covid-19-aarogya-setu-app-be-mandatory-talks-on-no-decision-yet-say-sources-2221597  #NDTVNewsBeeps pic.twitter.com/UbXg0QBCFT",India,1
5/1/2020,https://twitter.com/ndtv/status/1256167404952051714,173 Sikh Pilgrims COVID-19 +ve In Punjab After Return From Maharashtra  https://www.ndtv.com/india-news/coronavirus-173-sikh-pilgrims-found-covid-19-positive-in-punjab-after-return-from-maharashtra-2221494  #NDTVNewsBeeps pic.twitter.com/4Rw2byk91k,India,1
5/1/2020,https://twitter.com/ndtv/status/1256264646312333312,"""Welcome the announcements by the Chief of Defence Staff today. India has waged a strong fight against COVID-19 due to courageous frontline warriors... India applauds them and their families,"" tweets PM Modi.",India,1
5/1/2020,https://twitter.com/ReutersUK/status/1256034499810467842,Amazon sees possible second-quarter loss as it forecasts $4 billion in COVID-19-related costs  https://reut.rs/3d7CgUL  pic.twitter.com/1tGWz42gkt,Europe,1
5/1/2020,https://twitter.com/ReutersUK/status/1256293582744551426,WHO says COVID-19 emergency declaration gave world 'enough time'  https://reut.rs/3aR9Cpn  pic.twitter.com/z0hf8ybVtm,Europe,1
5/1/2020,https://twitter.com/ReutersUK/status/1256247960314265600,"The COVID-19 death toll in English hospitals has risen by 352 from the day before to 20,483, including 18 people who did not have any known underlying health conditions, health officials said  https://reut.rs/3aNPKDu  pic.twitter.com/LQzQ4zwLyU",Europe,1
5/1/2020,https://twitter.com/ReutersUK/status/1256148357631877120,"People from some ethnic minorities in Britain are dying in disproportionate numbers from COVID-19, possibly in part because they are more likely to work in healthcare and other sectors most exposed to the virus, a leading think tank said  https://reut.rs/35t2QoI ",Europe,1
5/1/2020,https://twitter.com/ReutersUK/status/1256112585788841984,UK ethnic minorities suffer extra COVID deaths - think tank  https://reut.rs/2z2lBTS  pic.twitter.com/usdUFFBMY4,Europe,1
